L_space_fillings,name,census_knot,finite_fillings,longitude,non_L_space_fillings,thurston_norm,id
"[(-1, 1), (-1, 0), (-3, 1), (-4, 1), (0, -1), (-3, 2)]",s531,False,"[(-1, 1), (-1, 0), (0, -1)]","(11, -43)","[(-2, 3), (-1, 3), (-1, 2), (1, -4)]",45,814
"[(-4, -1), (-3, 1), (-4, 1), (-1, 0)]",s532,False,"[(-1, 0)]","(1, -1)","[(2, -3), (-3, 2)]",7,815
"[(3, -1), (2, -3), (-3, -1), (1, -3), (-3, -2), (2, -1), (3, -2), (-1, -4), (-2, -3), (-2, -1), (-4, -3), (0, -1), (1, 0), (1, -2), (4, -1)]",s533,False,"[(0, -1), (1, 0)]","(47, 7)","[(-4, -1), (-5, -1)]",27,816
"[(3, -1), (2, -3), (-1, -4), (2, -1), (-1, -1), (3, -2), (-2, -3), (-1, -3), (1, -4), (1, 0), (4, -1)]",s534,False,"[(-1, -1), (1, 0)]","(23, 2)","[(-4, -1), (-3, -2), (-3, -1), (-2, -1)]",21,817
"[(5, -2), (5, -1), (2, -3), (-4, -1), (-3, -1), (1, -1), (2, -1), (3, -2), (4, -1), (-3, -2), (-2, -3), (-1, -3), (4, -3), (-1, -2), (1, -3), (1, -2), (3, -1)]",s535,False,"[(1, -1)]","(1, 0)",[],5,818
"[(-5, -2), (-3, -1), (2, -1), (-1, 0), (3, -1), (3, -2), (-5, -1), (4, -1), (-4, -1)]",s536,False,"[(-1, 0)]","(35, -2)",[],23,819
"[(-1, 0)]",s537,False,"[(-1, 0)]","(7, -5)","[(-3, 1), (-5, 1), (-4, 1)]",9,820
"[(4, -3), (-4, -1), (-3, -1), (2, -1), (3, -2), (-1, 0)]",s538,False,"[(-1, 0)]","(19, -3)","[(3, -1), (4, -1)]",13,821
"[(0, -1), (-5, -2), (-1, 0), (-3, 1), (-4, -3), (-3, 2), (-2, 1), (-1, -3), (-1, -4), (-4, 1), (-2, -3), (-5, -1), (-1, -2), (-5, -3)]",s539,False,"[(0, -1), (-1, 0)]","(28, -29)","[(2, -3), (1, -3), (1, -2)]",31,822
"[(3, -1), (1, -3), (3, -2), (-1, -3), (1, -4), (-1, -2), (0, -1), (1, 0), (1, -1), (4, -1)]",s540,False,"[(0, -1), (1, 0), (1, -1)]","(31, 29)","[(3, 2), (4, 1), (3, 1), (-2, -3)]",37,823
"[(3, -2), (2, -3), (3, -1), (-1, -4), (-2, -3), (-1, -3), (1, -4), (1, -3), (0, -1), (1, 0), (1, -2), (4, -1)]",s541,False,"[(0, -1), (1, 0)]","(37, 31)","[(3, 2), (4, 1), (3, 1)]",35,824
"[(1, -1), (1, 0), (1, -2)]",s542,False,"[(1, -1), (1, 0)]","(45, 16)",[],35,825
"[(0, -1), (2, -3), (-5, -2), (-4, -1), (-3, -2), (1, -2), (-1, 0), (-1, -4), (-1, -3), (-2, -3), (-5, -1), (-1, -2), (-4, -3), (1, -3), (1, -1), (-5, -3)]",s543,False,"[(0, -1), (-1, 0)]","(41, -20)","[(-3, 1), (2, -1), (3, -2), (-4, 1)]",37,826
"[(0, -1), (2, -3), (-3, -2), (-4, -3), (-3, -4), (3, -1), (-1, -4), (-2, -3), (3, -2), (-1, -1), (1, -3), (1, 0), (4, -1)]",s544,False,"[(0, -1), (-1, -1), (1, 0)]","(67, 23)","[(3, 1), (5, 1), (4, 1)]",43,827
"[(-3, -4), (-2, -3), (-1, -4), (-1, -3), (-1, -1), (0, -1), (1, 0)]",s545,False,"[(-1, -1), (0, -1), (1, 0)]","(17, 16)",[],15,828
"[(-1, 0), (1, -1), (0, -1), (2, -3), (-1, -3), (-2, -3), (-5, -1), (-1, -2), (1, -3), (1, -2)]",s546,False,"[(-1, 0), (1, -1), (0, -1)]","(36, -19)","[(3, -2), (-2, 1), (-3, 1), (-4, 1)]",33,829
"[(5, -1), (3, -1), (3, -2), (1, 0), (4, -1)]",s547,False,"[(1, 0)]","(8, 11)","[(3, 2), (4, 1), (3, 1), (2, -3), (-2, -3), (-1, -3), (1, -3), (5, 1), (1, -2)]",19,830
"[(0, -1), (1, 0), (1, -2)]",s550,False,"[(0, -1), (1, 0)]","(14, 1)",[],16,831
"[(-3, -1), (-1, 0), (-2, -1)]",s551,False,"[(-1, 0)]","(8, -1)",[],10,832
"[(-1, 0), (-1, -4), (-3, -1), (-2, -3), (-3, 1), (-1, -3), (-2, -1), (-4, 1), (-3, -2), (-4, -1)]",s552,False,"[(-1, 0)]","(26, -25)","[(1, -3), (2, -3), (-3, 2), (1, -2)]",35,833
"[(0, -1), (1, 0), (-1, -2)]",s553,False,"[(0, -1), (1, 0)]","(19, 6)",[],15,834
"[(0, -1), (-4, -1), (-2, -1), (-1, -3), (-1, -4), (-2, -3), (-1, -2), (-3, -2), (-3, -1)]",s554,False,"[(0, -1)]","(3, -7)","[(-2, 1), (-3, 1), (-2, 3), (-1, 2), (-1, 1), (-4, 1), (1, -4), (1, -3), (-3, 2)]",7,835
"[(1, -3), (2, -3), (-1, -4), (-3, -2), (-1, -1), (3, -2), (-3, -1), (3, -1), (-2, -1), (-4, -3), (0, -1), (1, 0), (4, -1)]",s555,False,"[(-1, -1), (0, -1), (1, 0)]","(9, 1)","[(-4, -1)]",7,836
"[(2, -3), (-5, -1), (-4, -1), (-4, -3), (1, -2), (-2, -3), (-1, -3), (-5, -2), (-1, -2), (1, -3), (1, -1), (-1, 0)]",s556,False,"[(-1, 0)]","(11, -5)","[(2, -1), (3, -2), (-3, 1), (-4, 1)]",9,837
"[(-1, -2), (-1, -1), (-2, -3), (0, -1), (1, 0)]",s557,False,"[(0, -1), (1, 0)]","(8, 3)","[(-3, -2), (3, 1), (-2, -1), (4, 1)]",7,838
"[(-1, 0)]",s558,'K6_24',"[(-1, 0)]","(13, -1)",[],5,839
"[(1, 0)]",s559,False,"[(1, 0)]","(25, 13)","[(-3, -2), (3, 1), (4, 1), (2, 1)]",25,840
"[(5, -2), (5, -1), (-4, -1), (-3, -1), (3, -1), (-2, -1), (1, 0), (1, -1), (4, -1)]",s560,'K6_25',"[(1, 0), (1, -1)]","(43, 1)",[],29,841
"[(3, -1), (2, -3), (-1, 0), (-1, -4), (-3, -1), (2, -1), (3, -2), (-3, -2), (-1, -3), (-2, -3), (-5, -1), (-2, -1), (1, -3), (-4, -1)]",s561,False,"[(-1, 0)]","(46, -7)","[(4, -1)]",27,842
"[(-4, -1), (-3, -2), (-1, -1), (-3, -1), (-1, -4), (-2, -3), (-2, -1), (-1, 0)]",s562,False,"[(-1, -1), (-1, 0)]","(54, -13)","[(3, -1), (4, -1)]",43,843
"[(-1, 0)]",s563,False,"[(-1, 0)]","(13, -3)",[],9,844
"[(0, -1), (1, 0), (-1, -2)]",s564,False,"[(0, -1), (1, 0)]","(53, 3)",[],29,845
"[(0, -1), (1, 0), (1, -2)]",s565,False,"[(0, -1), (1, 0)]","(47, 16)",[],37,846
"[(-1, -3), (3, -2), (1, -2), (4, -1), (2, -3), (-1, -2), (1, -3), (-3, -4), (2, -1), (-2, -3), (1, 0), (-1, -1), (3, -1), (-1, -4)]",s566,False,"[(1, 0), (-1, -1)]","(10, 1)","[(-3, -2), (-3, -1), (-5, -1), (-5, -2), (-4, -3), (-2, -1), (-5, -3), (-4, -1)]",9,847
"[(2, -3), (-1, 0), (-1, -4), (-3, -2), (0, -1), (-2, -3), (-3, -1), (1, -4), (-2, -1), (-4, -1)]",s567,False,"[(-1, 0), (0, -1)]","(40, -31)","[(-4, 1), (-3, 2)]",39,848
"[(-1, 0)]",s570,False,"[(-1, 0)]","(7, -1)",[],3,849
"[(2, -3), (-5, 1), (-1, 0), (-3, -1), (-3, 1), (3, -4), (-4, 1), (1, -1), (-3, -2), (-4, -1)]",s571,False,"[(-1, 0), (1, -1)]","(59, -27)","[(4, -3), (2, -1), (3, -2), (-5, 2)]",35,850
"[(-5, -2), (-4, -1), (-3, -2), (1, -2), (2, -1), (-1, 0), (-2, -1), (3, -1), (-3, -1), (-2, -3), (-6, -1), (3, -2), (-5, -1), (-1, -2), (1, -3), (1, -1), (4, -1), (-1, -3)]",s572,False,"[(-1, 0)]","(7, -1)","[(5, -1), (6, -1)]",3,851
"[(5, -1), (5, -2), (2, -3), (-3, -2), (2, -1), (-2, -3), (4, -3), (-3, -1), (-1, -3), (3, -2), (3, -1), (-2, -1), (1, -3), (1, 0), (4, -1)]",s573,False,"[(1, 0)]","(32, 5)","[(-4, -1), (-5, -1)]",19,852
"[(-4, 1), (-3, -2), (-4, -1), (-1, -4), (0, -1), (-2, -3), (-3, 1), (-3, 2), (-1, -3), (-2, -1), (-3, -1), (-1, 0)]",s574,False,"[(0, -1), (-1, 0)]","(17, -32)","[(-2, 3), (1, -4), (1, -3), (1, -2)]",29,853
"[(0, -1), (-1, 0), (-1, -2)]",s575,False,"[(0, -1), (-1, 0)]","(28, -47)",[],39,854
"[(-1, 0)]",s580,'K6_26',"[(-1, 0)]","(5, -1)","[(3, -1), (2, -3), (-4, -1), (-3, -1), (2, -1), (-2, -1), (3, -2), (-3, -2), (-2, -3), (-1, -3), (-5, -1), (-1, -2), (1, -3), (1, -2), (4, -1)]",3,855
[],s581,False,[],"(1, -3)","[(-2, 3), (-2, 1), (-5, 1), (-4, -1), (-3, -2), (-1, 2), (-1, -3), (-3, 1), (-4, 1), (-2, -3), (-5, -1), (-1, -2), (-3, 2), (-3, -1)]",3,856
"[(4, -3), (5, -1), (-1, 0), (-3, -2), (2, -1), (-2, -3), (-3, -1), (3, -1), (3, -2), (-2, -1), (1, -1), (4, -1), (-4, -1)]",s582,'K6_27',"[(-1, 0), (1, -1)]","(53, -1)",[],35,857
"[(-1, 0), (-1, 1), (0, -1), (1, -3), (1, -2)]",s583,False,"[(-1, 0), (-1, 1), (0, -1)]","(49, -57)","[(2, -3)]",51,858
"[(3, -2), (2, -1), (3, -1), (1, 0), (4, -1)]",s584,False,"[(1, 0)]","(11, 6)","[(3, 1), (-3, -2), (2, 1), (4, 1)]",11,859
"[(0, -1), (1, 0), (1, -2)]",s585,False,"[(0, -1), (1, 0)]","(17, 43)",[],37,860
"[(0, -1), (1, 0), (-1, -2)]",s586,False,"[(0, -1), (1, 0)]","(36, 31)","[(-1, -1), (2, 1)]",41,861
"[(3, -1), (-3, -4), (3, 1), (-2, -3), (2, 1), (0, -1), (1, 0), (4, 1), (4, -1)]",s587,False,"[(0, -1), (1, 0)]","(19, 11)","[(-4, -3), (-3, -2)]",13,862
"[(1, 0)]",s588,False,"[(1, 0)]","(63, 5)",[],37,863
"[(-1, 0), (-2, -1)]",s589,False,"[(-1, 0)]","(47, -5)",[],29,864
"[(0, -1), (-1, 1), (-1, 0), (-1, -2)]",s590,False,"[(0, -1), (-1, 1), (-1, 0)]","(7, -11)",[],11,865
"[(-2, 3), (-2, 1), (-4, -1), (-1, -4), (-1, 3), (-1, 1), (-1, 2), (-1, 0), (-3, -4), (-2, -3), (-3, 1), (-1, -3), (-5, -2), (-1, -2), (-4, -3), (0, -1), (-5, -3)]",s591,False,"[(-1, 0), (0, -1)]","(1, -8)",[],5,866
"[(-1, -2), (-2, -3), (-1, -3), (-1, -1), (0, -1), (1, 0)]",s592,False,"[(-1, -1), (0, -1), (1, 0)]","(50, 1)","[(-3, -2), (-2, -1)]",49,867
"[(5, -2), (4, -3), (2, -3), (-4, -1), (-3, -1), (1, -1), (2, -1), (5, -1), (-1, -3), (4, -1), (-3, -2), (-2, -3), (3, -1), (1, -3), (1, 0), (1, -2), (3, -2)]",s593,False,"[(1, -1), (1, 0)]","(50, 3)",[],35,868
"[(2, -3), (-1, -2), (-1, -3), (3, -4), (1, -4), (1, -3), (1, -2), (-2, -3)]",s594,False,[],"(1, 0)","[(4, -3), (-3, -1), (2, -1), (3, -1), (-3, -2), (3, -2), (-2, -1), (4, -1)]",2,869
[],s595,False,[],"(0, 1)","[(5, -1), (1, 2), (3, 2), (3, 1), (1, -2), (2, -1), (2, -3), (2, 1), (1, 3), (2, 3), (3, -1), (3, -2), (1, -3), (5, 1), (4, 1), (4, -1)]",2,870
"[(5, -1), (0, -1), (2, -3), (-4, -1), (-3, -2), (-2, -1), (-1, 0), (3, -1), (-1, -4), (-1, -3), (3, -2), (1, -4), (-1, -2), (1, -3), (-3, -1), (4, -1), (-2, -3)]",s597,False,"[(0, -1), (-1, 0)]","(47, -3)",[],29,871
"[(1, 0), (1, -1)]",s598,False,"[(1, 0), (1, -1)]","(31, 17)","[(3, 1)]",31,872
"[(2, -3), (-4, -1), (1, -3), (-3, -2), (1, -1), (-1, -2), (-1, -3), (-2, -3), (1, -4), (-2, -1), (0, -1), (1, -2), (-3, -1), (3, -4), (-1, 0)]",s599,False,"[(1, -1), (0, -1), (-1, 0)]","(29, -25)","[(-4, 1), (-2, 1), (-4, 3), (-3, 1), (-3, 2)]",25,873
"[(-4, -1), (-3, -1), (-3, 1), (-3, 2), (-4, 3), (0, -1), (-4, 1), (-1, 0)]",s600,False,"[(0, -1), (-1, 0)]","(32, -49)","[(-2, 3)]",51,874
"[(-1, 0), (2, -3), (1, -4), (0, -1), (1, -3), (1, -2), (-4, -1)]",s603,False,"[(-1, 0), (0, -1)]","(37, -19)","[(-2, 1), (3, -2), (-3, 1), (-4, 1)]",33,875
"[(3, -2), (1, -3), (2, -3), (-1, -4), (-1, -3), (1, -4), (-1, -2), (0, -1), (1, 0), (4, -1)]",s604,False,"[(0, -1), (1, 0)]","(19, 17)","[(3, 2), (-2, -3)]",21,876
"[(-3, 1), (-2, 1), (-3, 2), (-1, 0), (-4, 1)]",s605,False,"[(-1, 0)]","(11, -38)",[],43,877
"[(0, -1), (-1, 0)]",s606,False,"[(0, -1), (-1, 0)]","(67, -5)",[],39,878
"[(1, 0), (2, -1)]",s607,False,"[(1, 0)]","(43, 5)",[],27,879
"[(0, -1), (-1, 0), (-1, -2)]",s608,False,"[(0, -1), (-1, 0)]","(4, -59)",[],47,880
"[(-1, 0), (-3, -2), (-2, -1), (-3, -1), (-1, -1), (-4, -1)]",s609,False,"[(-1, 0), (-1, -1)]","(24, -7)",[],21,881
"[(-4, -1), (-3, -1), (2, -1), (3, -1), (-5, -1), (4, -1), (-1, 0)]",s610,False,"[(-1, 0)]","(19, -1)",[],13,882
"[(3, -2), (-3, -4), (-1, -4), (-4, -3), (2, -3), (-2, -3), (-3, -2), (1, -3), (-1, -3), (-1, -1), (1, 0), (1, -2)]",s611,False,"[(-1, -1), (1, 0)]","(74, 25)","[(4, 1), (-5, -2), (5, 1)]",47,883
"[(3, -2), (3, 2), (2, -3), (3, 1), (-3, -4), (-2, -3), (-1, -2), (-1, -4), (-1, -3), (4, 3), (-1, -1), (1, -3), (1, 0), (4, 1), (0, -1)]",s612,False,"[(-1, -1), (1, 0), (0, -1)]","(62, 59)",[],41,884
"[(-4, 1), (-2, 1), (-4, -1), (-3, 1), (-1, 1), (-3, -1), (-1, -4), (-1, -3), (-3, 2), (-2, -3), (-4, 3), (-3, -2), (-1, 0)]",s613,False,"[(-1, 1), (-1, 0)]","(11, -20)","[(-2, 3), (1, -4), (1, -3), (-3, 4), (1, -2)]",21,885
"[(0, -1), (2, -3), (1, -1)]",s614,False,"[(0, -1), (1, -1)]","(1, 0)","[(2, -1)]",5,886
"[(5, -2), (5, -1), (2, -3), (-4, -1), (-3, -2), (1, -1), (2, -1), (-2, -1), (3, -2), (6, -1), (-3, -1), (-1, -3), (3, -1), (-2, -3), (-5, -1), (-1, -2), (1, -3), (1, -2), (4, -1), (-1, 0)]",s615,False,"[(-1, 0)]","(37, -2)",[],19,887
"[(3, -1), (2, -3), (-1, -4), (-3, -1), (-1, -1), (3, -2), (-3, -2), (-2, -3), (-1, -3), (-2, -1), (-4, -3), (1, -3), (1, 0), (1, -2), (4, -1)]",s616,False,"[(-1, -1), (1, 0)]","(66, 5)","[(-4, -1)]",51,888
"[(1, 0), (1, -1)]",s617,False,"[(1, 0), (1, -1)]","(57, 20)",[],45,889
"[(3, -2), (2, -3), (-1, 0), (-1, -4), (-3, -2), (2, -1), (3, -1), (-3, -1), (-2, -3), (1, -4), (-2, -1), (0, -1), (-4, -1)]",s618,False,"[(-1, 0), (0, -1)]","(53, -8)","[(4, -1)]",31,890
"[(1, 0)]",s619,False,"[(1, 0)]","(19, 47)",[],55,891
"[(-1, 0)]",s620,False,"[(-1, 0)]","(13, -19)",[],25,892
"[(1, -1), (-1, 0)]",s623,False,"[(1, -1), (-1, 0)]","(74, -49)",[],51,893
"[(1, 0)]",s624,False,"[(1, 0)]","(44, 9)","[(-3, -1), (-2, -1)]",35,894
"[(0, -1), (-1, 0)]",s625,False,"[(0, -1), (-1, 0)]","(11, -6)","[(-2, 1)]",22,895
[],s626,False,[],"(4, -3)","[(2, -3), (-5, 1), (-4, -1), (-6, 1), (-3, -1), (-1, -1), (-1, -2), (-1, -3), (-3, 1), (-6, -1), (-4, 1), (-5, -1), (-2, -1), (1, -3), (-5, 2), (1, -2), (-3, -2), (-3, 2)]",3,896
"[(2, -3), (-1, 0), (-1, -4), (-3, -1), (3, -2), (-3, -2), (1, -3), (-2, -3), (1, -4), (-2, -1), (0, -1), (-4, -1)]",s627,False,"[(-1, 0), (0, -1)]","(5, -1)","[(3, -1), (4, -1)]",3,897
"[(0, -1), (-1, 0)]",s628,False,"[(0, -1), (-1, 0)]","(29, -10)",[],23,898
"[(1, -3), (1, 0), (0, -1), (1, -2)]",s629,False,"[(1, 0), (0, -1)]","(23, 19)","[(-1, -2)]",23,899
"[(1, -3), (2, -3), (1, -2), (-1, 0), (0, -1)]",s630,False,"[(-1, 0), (0, -1)]","(59, -39)",[],43,900
"[(-1, 0), (-1, -1)]",s631,False,"[(-1, 0), (-1, -1)]","(11, -2)",[],16,901
"[(-2, 1), (1, -1), (-1, 0)]",s632,False,"[(1, -1), (-1, 0)]","(25, -14)",[],15,902
"[(1, 2), (4, -3), (3, 2), (4, 1), (3, 1), (2, 1), (1, -1), (2, 3), (1, 0), (4, -1)]",s633,False,"[(1, -1), (1, 0)]","(3, 44)","[(1, 3), (2, -3), (1, 4), (1, -4), (1, -3), (1, -2), (3, -4)]",47,903
"[(-1, 1), (-1, 0), (-1, -2)]",s634,False,"[(-1, 1), (-1, 0)]","(21, -53)",[],59,904
"[(0, -1), (1, -1), (-1, 0)]",s635,False,"[(0, -1), (1, -1), (-1, 0)]","(73, -56)",[],57,905
"[(-1, 0), (-1, -4), (-3, -2), (-3, -1), (-3, 1), (-4, 1), (0, -1), (-4, -1)]",s636,False,"[(-1, 0), (0, -1)]","(43, -32)","[(4, -3), (2, -3), (-3, 2), (1, -4), (1, -3), (1, -2)]",43,906
